id;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
44046083;269707464;Francesco Maria;Porto;40.847.763.488.879.700;14.255.611.731.299.600;Entire home/apt;$110,00;2;132;7/09/2023;3.44;1;91;59
44046589;219800127;Roberta/Pasquale;San Ferdinando;4.083.716;1.424.467;Entire home/apt;$70,00;3;123;7/09/2023;3.24;3;327;41
44056000;116701490;Dylan;San Lorenzo;4.085.265;1.426.491;Entire home/apt;$81,00;2;54;7/09/2023;2.39;3;29;33
44071990;335850101;Ivan;San Carlo all'Arena;4.085.815;1.425.939;Entire home/apt;$93,00;2;102;9/09/2023;2.66;5;334;43
44091897;40457249;Salvatore;San Giuseppe;4.084.569.549.560.540;14.251.176.834.106.400;Entire home/apt;$71,00;2;49;9/09/2023;1.92;106;264;17
44093712;82446436;Federica;Porto;4.084.573;1.425.658;Entire home/apt;$93,00;2;131;11/09/2023;3.61;4;320;53
44094124;229988110;Asia;Porto;4.084.639;1.425.408;Entire home/apt;$80,00;1;0;;;4;34;0
44094934;171312898;Raffaele;San Lorenzo;4.085.321;1.425.622;Entire home/apt;$822,00;1;25;13/07/2023;0.9;23;158;10
44097216;35010389;Rosalba;San Carlo all'Arena;408.617;142.575;Entire home/apt;$83,00;2;0;;;1;0;0
44102162;354066277;Nicola;Chiaia;4.083.551;1.422.998;Entire home/apt;$200,00;2;6;3/07/2022;0.16;1;359;0
44103122;171312898;Raffaele;San Lorenzo;4.085.282;1.425.827;Private room;$175,00;1;4;16/05/2023;0.23;23;170;2
44103613;171312898;Raffaele;San Lorenzo;4.085.139;1.425.813;Private room;$186,00;1;1;20/07/2022;0.07;23;170;0
44108257;26552670;Vincenzo;Stella;40.858.917;14.250.291;Entire home/apt;$80,00;2;103;6/09/2023;2.7;1;246;36
44109075;98215025;Chiara;San Lorenzo;40.854.221;1.427.096;Private room;$94,00;1;0;;;3;0;0
44112597;98215025;Chiara;San Lorenzo;4.085.508;1.427.035;Private room;$88,00;1;1;13/09/2020;0.03;3;0;0
44112908;171312898;Raffaele;San Lorenzo;4.085.293;1.425.614;Private room;$186,00;1;0;;;23;172;0
44116696;90571944;Alessandro;Stella;4.085.485;1.424.988;Entire home/apt;$73,00;2;97;21/08/2023;2.53;3;159;42
44116920;24470444;Sara;Arenella;4.084.778;1.423.233;Entire home/apt;$200,00;4;25;24/08/2023;0.75;1;312;16
44120182;171312898;Raffaele;San Lorenzo;408.528;1.425.753;Private room;$186,00;1;20;17/08/2023;0.52;23;172;8
44120323;171312898;Raffaele;San Lorenzo;4.085.343;1.425.848;Private room;$131,00;1;6;4/08/2023;0.16;23;162;1
44131544;354744272;Alfonso;San Giuseppe;4.084.105;142.487;Entire home/apt;$120,00;4;3;25/05/2022;0.08;1;22;0
44165568;248201660;Imma;San Giovanni a Teduccio;4.083.701;1.431.083;Entire home/apt;$55,00;2;32;10/09/2023;1.24;7;163;22
44165863;248201660;Imma;San Giovanni a Teduccio;40.837;143.105;Entire home/apt;$76,00;2;27;28/08/2023;0.72;7;39;8
44165879;248201660;Imma;San Giovanni a Teduccio;4.083.887;1.431.113;Entire home/apt;$57,00;2;56;9/09/2023;1.47;7;168;19
44166263;248201660;Imma;San Giovanni a Teduccio;4.083.831;1.431.103;Entire home/apt;$60,00;2;8;10/12/2022;0.21;7;162;1
44166822;103575812;Linea1 Napoli;San Carlo all'Arena;4.087.667;1.424.353;Entire home/apt;$74,00;1;124;17/08/2023;3.22;7;323;19
44177807;171312898;Raffaele;San Lorenzo;4.085.327;1.425.581;Entire home/apt;$694,00;1;6;2/07/2022;0.22;23;171;0
44178206;171312898;Raffaele;San Lorenzo;4.085.272;142.559;Private room;$168,00;1;10;5/08/2022;0.27;23;180;0
44178367;171312898;Raffaele;San Lorenzo;4.085.279;1.425.742;Private room;$168,00;1;12;8/08/2023;0.32;23;180;3
44178454;353565821;Silvana;San Lorenzo;4.085.331;1.425.571;Private room;$180,00;1;14;20/04/2023;0.37;1;185;3
44178535;171312898;Raffaele;San Lorenzo;4.085.178;1.425.618;Private room;$200,00;1;1;15/08/2020;0.03;23;185;0
44194621;241922189;Massimo;Montecalvario;4.084.704;1.424.622;Entire home/apt;$186,00;1;1;28/06/2021;0.04;6;33;0
44201304;356087505;Monart;Stella;40.854.137;14.251.874;Private room;$160,00;1;3;27/09/2022;0.11;7;331;1
44201679;356087505;Monart;Stella;4.085.445;1.425.248;Private room;$141,00;1;13;4/08/2023;0.35;7;327;7
44204709;15751592;Case Cosi;San Ferdinando;4.083.774.948.120.110;14.246.829.986.572.200;Entire home/apt;$144,00;3;5;10/06/2023;0.2;10;0;3
44224464;350804819;Antonio;San Carlo all'Arena;4.085.677;1.425.705;Entire home/apt;$170,00;1;5;1/05/2023;0.47;3;358;5
44227565;266286616;Rosanna;Stella;408.608;1.424.736;Entire home/apt;$86,00;1;34;27/08/2023;1.42;3;350;18
44227576;171312898;Raffaele;Montecalvario;4.084.273;1.424.684;Private room;$171,00;1;9;21/04/2023;0.52;23;181;2
44240817;342445733;Maria Grazia;Stella;4.085.483;1.425.347;Private room;$110,00;2;2;3/08/2021;0.05;5;329;0
44243691;356087505;Monart;Stella;40.854.019;14.251.809;Private room;$150,00;1;0;;;7;322;0
44249065;342445733;Maria Grazia;Stella;4.085.555;1.425.492;Private room;$90,00;2;1;18/07/2023;0.52;5;324;1
44249442;342445733;Maria Grazia;Stella;4.085.536;1.425.378;Private room;$90,00;2;0;;;5;325;0
44250114;342445733;Maria Grazia;Stella;4.085.514;1.425.436;Private room;$45,00;3;4;10/04/2023;0.15;5;319;2
44266204;356791937;Flora;San Ferdinando;4.083.755;1.424.507;Entire home/apt;$65,00;2;0;;;1;310;0
44270224;356850227;Armando;San Lorenzo;4.085.284;1.425.988;Entire home/apt;$80,00;2;7;24/08/2022;0.18;2;95;0
44274308;346244644;Antonietta;San Ferdinando;4.083.935;142.538;Private room;$195,00;1;6;18/04/2022;0.16;2;116;0
44275465;356896678;Giovanni;Pendino;4.084.914;1.426.167;Entire home/apt;$50,00;2;79;6/09/2023;2.15;2;161;29
44290931;6922445;Giovanni;San Lorenzo;408.542;1.427.004;Private room;$60,00;1;77;30/08/2023;2.04;6;0;29
44291575;228921571;Umberto;San Giuseppe;4.084.011;1.424.861;Entire home/apt;$118,00;2;121;9/06/2023;3.21;5;221;44
44291712;228921571;Umberto;San Giuseppe;408.409;1.424.911;Entire home/apt;$100,00;2;20;5/05/2023;0.78;5;234;8
44297190;76812841;Bianca;San Ferdinando;40.832.748;1.424.957;Private room;$70,00;4;3;18/04/2022;0.12;5;122;0
44297618;228921571;Umberto;Montecalvario;4.084.006;1.424.772;Entire home/apt;$67,00;1;17;18/05/2023;0.45;5;255;12
44298181;76812841;Bianca;San Ferdinando;4.083.227;142.488;Private room;$70,00;4;6;30/05/2023;0.35;5;122;4
44300010;76812841;Bianca;San Ferdinando;4.083.268;1.424.936;Private room;$75,00;4;2;21/06/2023;0.52;5;122;2
44300319;76812841;Bianca;San Ferdinando;4.083.304;1.425.023;Private room;$60,00;4;3;25/06/2023;0.12;5;122;1
44304566;24990896;Roberta;Stella;4.086.049;14.248;Entire home/apt;$96,00;4;108;11/09/2023;4.08;2;142;50
44313807;103575812;Linea1 Napoli;Chiaiano;4.088.239;1.423.055;Private room;$70,00;1;3;28/09/2022;0.08;7;361;1
44314366;103575812;Linea1 Napoli;Chiaiano;4.088.425;1.422.886;Private room;$71,00;1;1;7/08/2022;0.07;7;355;0
44314618;103575812;Linea1 Napoli;Piscinola;4.088.365;1.423.048;Private room;$70,00;1;4;12/09/2021;0.11;7;354;0
44317688;32498133;Anna;San Lorenzo;4.085.514;1.425.747;Entire home/apt;$99,00;2;39;20/08/2023;1.04;1;158;14
44330491;51419189;Giulia;Stella;4.085.791;142.511;Entire home/apt;$82,00;3;0;;;1;39;0
44333416;411650;Cebollitas;Vomero;4.084.624;1.422.594;Entire home/apt;$229,00;3;4;14/08/2023;0.19;4;302;2
44346050;357773434;Mirko;Pendino;4.084.671;1.426.217;Entire home/apt;$162,00;2;2;4/06/2023;0.08;5;130;1
44364338;357933414;Massimiliano;Zona Industriale;4.085.002;142.756;Entire home/apt;$400,00;60;0;;;1;173;0
44391591;358181537;Luigi;Vomero;408.427;1.422.356;Private room;$100,00;2;0;;;3;208;0
44395037;82154417;Francesco;San Lorenzo;4.084.941;1.425.634;Entire home/apt;$60,00;2;13;20/03/2023;0.34;5;324;4
44401060;123411070;Vittorio;Pendino;4.084.995;1.426.283;Entire home/apt;$51,00;2;68;10/09/2023;1.86;3;118;33
44404378;358181537;Luigi;Vomero;4.084.429;1.422.506;Private room;$95,00;2;0;;;3;350;0
44420512;10382666;Claudio;San Giuseppe;408.421;142.519;Entire home/apt;$65,00;25;0;;;2;153;0
44429947;1262845;MyBnb;San Lorenzo;4.085.995;1.426.296;Entire home/apt;$80,00;1;67;5/09/2023;1.78;1;337;27
44432933;91680383;Valentina;San Giuseppe;4.084.953;1.425.434;Entire home/apt;$75,00;1;21;17/08/2023;0.78;6;143;9
44438328;339250251;Pasquale;San Ferdinando;4.083.666;142.475;Entire home/apt;$85,00;3;109;11/09/2023;4.42;6;321;43
44443801;317041786;Carmela;San Ferdinando;4.083.664;1.424.768;Private room;$150,00;1;0;;;2;285;0
44447877;83315350;Assunta;San Giuseppe;4.084.718;1.424.996;Entire home/apt;$60,00;3;80;11/09/2023;3.78;1;144;54
44452856;358962110;Tony;Chiaia;4.083.506.774.902.340;14.231.609.344.482.400;Entire home/apt;$101,00;3;47;5/09/2023;1.26;1;40;35
44467902;191707887;Raffaele;San Lorenzo;4.085.142;1.425.073;Entire home/apt;$91,00;1;302;8/08/2023;8.01;6;133;108
44470791;163202454;Giuliana;San Giuseppe;4.084.727;1.425.044;Entire home/apt;$152,00;2;101;10/09/2023;2.68;8;231;44
44481626;82446436;Federica;Porto;4.084.723;142.549;Entire home/apt;$63,00;2;35;29/01/2023;0.93;4;241;2
44483125;359151492;Deborah;Arenella;4.085.867;1.421.784;Entire home/apt;$60,00;180;0;;;1;358;0
44487200;171312898;Raffaele;San Giuseppe;4.084.252;14.249;Entire home/apt;$197,00;1;24;26/08/2023;0.91;23;177;14
44487711;191732057;Mario;San Giuseppe;4.084.261;1.425.105;Entire home/apt;$162,00;1;3;27/04/2022;0.12;13;155;0
44505483;121528124;Marina;Stella;4.085.977;1.424.744;Private room;$25,00;15;1;1/06/2021;0.04;2;152;0
44512235;49918295;Renato;San Lorenzo;4.085.147;1.425.621;Shared room;$18,00;3;2;20/08/2020;0.05;8;134;0
44512384;358385116;Rita;Pendino;4.085.057;1.426.559;Entire home/apt;$183,00;1;30;10/09/2023;0.8;1;344;17
44512438;49918295;Renato;San Giuseppe;4.084.953;1.425.461;Shared room;$18,00;2;3;20/08/2020;0.08;8;134;0
44546282;1814650;Emilia;Avvocata;4.085.039;1.424.794;Entire home/apt;$95,00;2;0;;;1;350;0
44572510;119621237;Flavia;Chiaia;4.084.096;1.423.849;Entire home/apt;$50,00;6;5;23/05/2022;0.2;1;124;0
44584112;9923109;Gianluca;Montecalvario;4.084.581;1.424.592;Entire home/apt;$115,00;1;2;24/08/2022;0.15;1;166;0
44590835;144724006;Adriano;Montecalvario;4.084.486;1.424.859;Entire home/apt;$84,00;2;56;4/09/2023;2.05;1;15;11
44604411;360858867;Enrico;Zona Industriale;4.085.286;1.426.942;Private room;$79,00;3;96;28/08/2023;2.59;3;157;32
44605734;360858867;Enrico;San Lorenzo;4.085.398.483.276.360;14.270.256.042.480.400;Private room;$79,00;3;118;12/09/2023;3.14;3;151;42
44614988;361079257;Claudia;Vicaria;4.086.231;1.427.413;Private room;$100,00;1;8;5/06/2023;0.32;1;363;3
44639333;361311850;Claudia;Zona Industriale;4.085.289;142.702;Entire home/apt;$150,00;1;3;13/06/2023;0.08;3;328;1
44640203;353006111;Candida;Montecalvario;4.084.793;1.424.362;Entire home/apt;$70,00;1;18;2/09/2022;0.49;2;255;0
44657520;265771309;Vincenzo;Avvocata;4.085.022;14.249.017;Private room;$159,00;1;0;;;3;107;0
44665372;361632357;Rossana;Fuorigrotta;4.082.404;1.417.831;Entire home/apt;$50,00;1;1;4/01/2021;0.03;1;0;0
44672539;353006111;Candida;Montecalvario;4.084.808;1.424.279;Entire home/apt;$70,00;2;2;7/07/2022;0.05;2;256;0
44698008;40457249;Salvatore;Chiaia;408.341.178.894.043;14.230.443.954.467.700;Entire home/apt;$101,00;2;86;31/07/2023;2.31;106;250;9
44699280;361973722;Antonio;San Lorenzo;4.085.259.570.017.900;1.425.523.026.741.190;Private room;$500,00;3;0;;;7;82;0
44773010;361947249;Iolanda;San Lorenzo;4.085.527;1.426.479;Entire home/apt;$59,00;1;176;7/09/2023;4.82;1;330;70
44829105;362526951;Piero;San Lorenzo;4.085.254;142.596;Entire home/apt;$103,00;1;93;27/06/2023;2.52;3;64;5
44844242;362526951;Piero;Pendino;4.085.152;1.425.923;Entire home/apt;$114,00;1;120;1/07/2023;3.24;3;150;4
44932878;362896756;Giuseppe &Stefania;San Giuseppe;4.084.647;1.424.947;Entire home/apt;$149,00;1;11;23/03/2023;0.3;4;93;5
45003803;362896756;Giuseppe &Stefania;San Giuseppe;4.084.647;1.424.947;Entire home/apt;$163,00;1;16;19/08/2023;0.44;4;114;5
45008103;363258712;Marcello;San Ferdinando;40.838.818;14.245.778;Private room;$87,00;1;0;;;5;310;0
45012080;363307910;Virginia;San Lorenzo;408.528;1.426.118;Entire home/apt;$80,00;3;84;9/09/2023;2.3;1;42;41
45042403;4267895;Andrew;Avvocata;4.084.858.322.143.550;1.424.207.878.112.790;Private room;$45,00;2;16;8/03/2023;0.67;1;0;4
45049738;363445143;Salvatore;San Ferdinando;4.083.943;1.425.319;Entire home/apt;$78,00;1;25;31/07/2023;0.67;1;62;4
45054043;188366885;Valentina;Chiaia;4.083.528;1.421.873;Entire home/apt;$120,00;2;5;1/01/2023;0.14;2;158;1
45076307;362896756;Giuseppe &Stefania;San Giuseppe;4.084.647;1.424.947;Entire home/apt;$173,00;1;5;31/07/2023;0.4;4;104;3
45094315;217244424;Gianmarco E Antonio;Montecalvario;4.084.648;1.424.495;Entire home/apt;$82,00;1;174;10/09/2023;4.71;3;315;77
45096855;9144783;Emanuela;Chiaia;4.083.603;1.422.434;Entire home/apt;$90,00;2;8;21/08/2023;0.38;1;337;4
45111436;40457249;Salvatore;Mercato;4.084.684.753.417.960;14.270.204.544.067.300;Private room;$58,00;2;38;20/08/2023;1.07;106;357;18
45111884;40457249;Salvatore;Mercato;4.084.684.753.417.960;14.270.204.544.067.300;Private room;$56,00;2;86;4/09/2023;2.4;106;357;37
45112507;269467358;Anna;Pendino;40.847;1.426.222;Entire home/apt;$147,00;1;17;12/09/2023;0.46;2;275;10
45129503;40457249;Salvatore;Mercato;4.084.684.753.417.960;14.270.204.544.067.300;Private room;$54,00;2;86;20/08/2023;2.4;106;350;25
45131877;265771309;Vincenzo;Avvocata;408.502.197.265.625;14.249.016.761.779.700;Private room;$180,00;1;1;11/09/2022;0.08;3;91;0
45142146;215072121;Nunzio;Pendino;4.085.064;142.601;Entire home/apt;$94,00;1;87;8/09/2023;2.37;3;329;42
45149877;52514795;Davide;Pendino;4.084.985;1.426.798;Private room;$124,00;1;0;;;28;294;0
45150249;52514795;Davide;Mercato;4.085.086;1.426.986;Private room;$124,00;1;1;29/07/2021;0.04;28;294;0
45150432;52514795;Davide;Mercato;40.851;1.427.011;Private room;$119,00;1;1;6/08/2021;0.04;28;294;0
45150512;52514795;Davide;Mercato;4.085.129;1.426.828;Private room;$122,00;1;2;2/11/2021;0.08;28;294;0
45240086;360502885;Giovanni;Chiaia;4.083.558;1.423.951;Entire home/apt;$81,00;2;53;7/09/2023;3.01;1;322;35
45248043;17807299;Simone;San Lorenzo;4.085.119;1.426.221;Private room;$38,00;3;6;26/04/2023;0.45;4;333;4
45270302;365792021;Amelia;Avvocata;4.085.078;1.424.452;Private room;$191,00;1;50;22/08/2023;1.41;4;169;23
45288157;183047412;Gabriella E Emanuele;Chiaia;4.083.448;1.423.285;Entire home/apt;$89,00;2;60;29/08/2023;3.23;2;232;39
45288746;94296683;Sergio❤️Anna;San Ferdinando;4.083.902;1.424.577;Entire home/apt;$150,00;1;1;27/09/2020;0.03;2;213;0
45340033;363258712;Marcello;San Ferdinando;40.838.814;14.245.782;Private room;$88,00;1;1;28/11/2021;0.05;5;301;0
45340341;363258712;Marcello;San Ferdinando;40.838.818;14.245.783;Private room;$95,00;1;1;10/09/2022;0.08;5;305;0
45340499;363258712;Marcello;San Ferdinando;40.838.814;14.245.793;Private room;$92,00;1;1;8/07/2023;0.44;5;310;1
45355923;366670695;Lilli;Montecalvario;4.084.250.259.399.410;14.246.842.384.338.300;Private room;$25,00;3;0;;;2;325;0
45357398;314943004;Francesco;San Ferdinando;4.083.719;1.424.609;Entire home/apt;$45,00;1;3;9/10/2020;0.08;1;0;0
45357713;366670695;Lilli;Montecalvario;4.084.328;1.424.766;Private room;$30,00;4;0;;;2;221;0
45362050;134404116;Giuseppe;Porto;4.084.725;1.425.516;Entire home/apt;$130,00;2;22;13/09/2022;0.86;3;88;1
45378502;125541353;Massimo;San Ferdinando;408.399;1.424.617;Entire home/apt;$72,00;1;15;14/05/2023;0.59;1;351;1
45389114;120189692;Vanna;Montecalvario;408.478;1.424.767;Private room;$144,00;1;0;;;3;282;0
45394123;271858321;Rosaria;Porto;4.084.465;1.425.619;Private room;$91,00;1;3;18/08/2021;0.08;3;153;0
45420610;94745773;Patrizia;Pendino;4.085.031;1.426.207;Entire home/apt;$610,00;2;5;27/08/2021;0.19;4;2;0
45421737;124753066;Roberta;Bagnoli;4.081.595;1.416.653;Entire home/apt;$120,00;1;3;27/12/2021;0.13;2;72;0
45429011;197230981;Silvio;San Carlo all'Arena;4.085.884;1.426.008;Private room;$18,00;1;0;;;1;0;0
45434535;213679490;Thilina And Bodhi;San Giuseppe;4.084.625;1.425.365;Entire home/apt;$75,00;1;51;29/08/2023;1.4;4;304;16
45446048;367090400;Monica;Pendino;4.085.018;1.426.394;Private room;$85,00;2;3;14/07/2023;0.11;1;76;1
45475197;367944903;Mirko;Montecalvario;4.084.306;1.424.746;Private room;$150,00;1;18;27/06/2023;0.71;3;344;12
45477934;367969561;Residenza;Pendino;408.468;1.426.114;Private room;$100,00;1;0;;;1;0;0
45486519;21158647;Francesca;San Lorenzo;40.850.407;14.257.717;Entire home/apt;$107,00;2;106;2/09/2023;4.03;3;319;41
45488985;21158647;Francesca;San Lorenzo;40.850.391;14.257.713;Entire home/apt;$107,00;2;80;11/09/2023;3.03;3;317;38
45489071;21158647;Francesca;San Lorenzo;40.850.445;14.257.664;Private room;$96,00;2;61;17/08/2023;2.37;3;304;25
45491185;8171044;Quattro Accommodations;Vomero;4.084.265;1.423.195;Private room;$171,00;1;4;7/08/2022;0.18;5;56;0
45491788;8171044;Quattro Accommodations;Vomero;4.084.465;1.423.216;Private room;$165,00;1;2;25/07/2023;0.11;5;48;1
45492192;8171044;Quattro Accommodations;Vomero;4.084.473;1.423.205;Private room;$156,00;1;0;;;5;49;0
45492407;8171044;Quattro Accommodations;Vomero;4.084.415;1.423.408;Private room;$133,00;1;0;;;5;43;0
45492612;8171044;Quattro Accommodations;Vomero;4.084.352;1.423.398;Private room;$164,00;1;3;22/07/2022;0.13;5;47;0
45494982;324272303;Antonio;Pendino;4.084.608;1.426.206;Private room;$55,00;1;40;7/05/2023;1.11;4;127;11
45499044;3797563;Federica;Chiaia;4.083.771;1.422.567;Private room;$62,00;1;6;1/10/2021;0.17;3;10;0
45510369;324272303;Antonio;Pendino;4.084.697;1.426.388;Private room;$40,00;1;18;9/09/2023;0.67;4;278;3
45511301;324272303;Antonio;Pendino;4.084.726;1.426.237;Private room;$54,00;1;14;31/05/2023;0.93;4;139;12
45513631;368082641;Giorgio;San Lorenzo;4.085.801;1.426.044;Private room;$92,00;1;3;1/08/2021;0.11;10;302;0
45513828;368082641;Giorgio;San Lorenzo;4.085.774;1.426.016;Private room;$91,00;1;0;;;10;308;0
45513979;368082641;Giorgio;San Lorenzo;408.579;1.426.047;Private room;$86,00;1;4;29/06/2022;0.15;10;319;0
45514031;368082641;Giorgio;San Lorenzo;4.085.779;1.426.053;Private room;$125,00;1;9;9/05/2023;0.29;10;315;1
45514117;368082641;Giorgio;San Lorenzo;408.579;1.426.029;Private room;$111,00;1;1;2/11/2021;0.04;10;325;0
45514546;368082641;Giorgio;San Lorenzo;4.085.785;1.426.029;Private room;$108,00;1;0;;;10;316;0
45540482;94296683;Sergio❤️Anna;San Ferdinando;4.083.927;1.424.509;Entire home/apt;$84,00;2;46;10/08/2023;1.65;2;293;12
45542926;7642490;Connie;San Lorenzo;4.085.381;1.427.132;Private room;$80,00;3;1;15/08/2021;0.04;2;361;0
45556223;6718337;Manuela;San Lorenzo;4.085.735;1.426.914;Private room;$80,00;1;0;;;3;361;0
45556224;6718337;Manuela;San Lorenzo;4.085.738;1.426.884;Private room;$70,00;1;0;;;3;159;0
45570167;31704753;Giampiero;Chiaia;4.083.538;1.422.173;Entire home/apt;$40,00;3;162;12/09/2023;4.52;7;200;78
45576321;203481366;Daniela;Pendino;4.084.983;1.426.525;Entire home/apt;$160,00;1;3;2/04/2023;0.08;1;84;1
45586699;367944903;Mirko;San Giuseppe;4.084.436;1.424.926;Private room;$166,00;1;14;21/06/2023;0.95;3;343;9
45587189;367944903;Mirko;Montecalvario;4.084.465;1.424.763;Private room;$137,00;1;13;15/07/2023;0.77;3;342;5
45601094;143310008;Paolo;Chiaia;4.083.048;1.422.153;Private room;$49,00;5;42;19/08/2023;1.28;7;73;15
45604870;163202454;Giuliana;San Giuseppe;4.084.844;1.425.068;Entire home/apt;$79,00;2;62;8/09/2023;1.73;8;231;30
45606301;217175327;Valeria;Poggioreale;4.086.851;1.429.772;Entire home/apt;$47,00;2;86;27/08/2023;2.4;4;333;37
45614094;43319631;Sergio;Mercato;408.509;1.427.107;Entire home/apt;$60,00;2;20;29/07/2023;0.73;9;340;8
45614320;43319631;Sergio;Mercato;4.085.116;1.427.113;Entire home/apt;$70,00;2;28;9/09/2023;1.02;9;343;7
45651906;172027797;Teresa;Vomero;4.084.338;1.422.841;Private room;$130,00;1;2;13/10/2022;0.08;4;38;1
45652155;172027797;Teresa;Vomero;4.084.338;1.422.841;Private room;$119,00;1;3;6/08/2023;0.09;4;29;1
45662943;40457249;Salvatore;Pendino;4.084.537.124.633.780;14.258.877.754.211.400;Entire home/apt;$61,00;2;61;7/09/2023;1.72;106;257;30
45682279;370100879;Golden;Porto;408.446;1.425.793;Private room;$55,00;1;0;;;3;0;0
45682339;370100879;Golden;Pendino;4.084.594;1.425.939;Private room;$55,00;1;0;;;3;0;0
45682348;370100879;Golden;Pendino;4.084.572;1.425.952;Private room;$50,00;1;0;;;3;0;0
45693962;172027797;Teresa;Vomero;4.084.338;1.422.841;Private room;$146,00;1;1;5/08/2022;0.07;4;41;0
45694020;172027797;Teresa;Vomero;4.084.338;1.422.841;Private room;$173,00;1;2;27/07/2022;0.08;4;27;0
45694645;303453899;Giuseppe;Avvocata;4.085.081;1.424.892;Private room;$87,00;2;6;20/07/2022;0.23;3;31;0
45714720;8062604;Irene;San Ferdinando;4.083.389;1.424.695;Entire home/apt;$40,00;1;0;;;2;126;0
45744295;4583893;Valeria;San Lorenzo;4.085.418;1.426.709;Entire home/apt;$120,00;3;130;11/09/2023;4.59;1;50;46
45748908;260444319;Ciro;San Carlo all'Arena;4.085.789;1.425.563;Entire home/apt;$260,00;1;10;31/07/2023;0.29;4;346;8
45760630;370903753;Loic, Estelle And Co;Chiaia;40.835.506;1.421.145;Entire home/apt;$1.000,00;1;0;;;1;364;0
45761067;126590039;Federica;Avvocata;4.085.045;1.424.244;Private room;$69,00;2;0;;;4;361;0
45761413;370990123;Fiorenza;Chiaia;408.361;1.422.083;Entire home/apt;$22,00;4;6;4/03/2021;0.17;1;0;0
45763094;369651053;Luigi;Montecalvario;4.084.097.671.508.780;1.424.445.629.119.870;Entire home/apt;$81,00;2;24;1/09/2023;0.92;1;59;11
45765339;303453899;Giuseppe;Avvocata;4.085.081;1.424.892;Private room;$150,00;2;1;23/07/2022;0.07;3;10;0
45765350;371019202;Giovanna;Chiaia;4.082.688;142.162;Private room;$120,00;1;0;;;3;353;0
45766825;101397387;Alessandro;Montecalvario;4.084.583;142.488;Entire home/apt;$203,00;2;26;29/06/2023;0.73;3;90;12
45768066;101397387;Alessandro;San Giuseppe;4.084.606;1.424.999;Entire home/apt;$220,00;2;32;12/10/2022;1.15;3;102;4
45768174;101397387;Alessandro;San Giuseppe;4.084.398;1.425.024;Entire home/apt;$220,00;2;26;20/09/2022;0.97;3;96;1
45769074;131087450;Gianluca;Vomero;4.084.611;1.423.333;Entire home/apt;$116,00;2;5;19/05/2023;0.47;1;154;5
45776376;303453899;Giuseppe;Avvocata;408.502;142.499;Private room;$150,00;2;1;9/08/2022;0.07;3;0;0
45778541;40457249;Salvatore;San Giuseppe;4.084.569.549.560.540;14.251.176.834.106.400;Private room;$55,00;2;29;24/08/2023;0.82;106;264;18
